# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/engine/annotation/data/gencode.v36.annotation_chr5.gtf" "-t" "exon" "-g" "gene_id" "-s" "0" "-T" "4" "-o" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/subread/SKMel147_ARID2KO_R1_RNA_chr5_R1.featureCounts.txt" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam
ENSG00000238374.1	chr5	146245191	146245253	-	63	0
ENSG00000250025.2	chr5;chr5;chr5;chr5;chr5;chr5	146307098;146360695;146361679;146375343;146375343;146376715	146307276;146360888;146361776;146375425;146375496;146376963	-;-;-;-;-;-	874	0
ENSG00000091010.6	chr5;chr5	146338839;146339548	146339232;146341728	+;+	2575	3
ENSG00000271724.1	chr5;chr5	146375591;146376105	146375987;146376219	-;-	512	0
ENSG00000248842.1	chr5;chr5	146400981;146407195	146401127;146407359	+;+	312	0
ENSG00000113649.11	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	146447311;146447312;146447332;146447346;146455056;146455056;146455056;146455056;146457183;146457183;146457183;146457183;146458884;146458884;146458884;146458884;146459215;146462018;146462057;146463551;146463551;146463551;146463551;146463551;146463551;146468341;146468341;146469544;146469544;146469544;146469544;146469544;146469544;146470636;146470636;146470636;146470636;146470641;146471488;146471488;146471488;146471488;146478418;146478493;146478493;146478493;146478493;146478525;146479855;146479855;146479855;146479855;146479855;146479855;146480028;146480028;146480028;146480028;146480028;146480028;146481150;146481176;146482592;146482592;146482592;146482592;146483540;146483540;146483540;146483540;146483540;146492869;146492920;146492920;146492920;146492920;146492920;146498536;146498536;146498536;146498536;146498536;146499573;146503032;146503375;146503375;146503375;146503375;146503375;146503375;146503419;146503471;146503824;146503824;146503824;146503824;146503824;146503824;146503824;146503828;146504364;146505505;146507028;146507028;146507028;146507028;146507028;146507028;146507028;146507371;146507745;146507873;146507873;146507873;146507873;146507873;146509145;146509145;146509145;146509145;146509145;146509145;146510067;146510067;146510067;146510441;146510441;146510441;146510441;146510441	146447408;146447408;146447408;146447408;146455281;146455281;146455281;146455281;146457335;146457335;146457335;146457335;146459337;146459337;146459337;146459337;146459337;146462096;146462096;146463793;146463793;146463793;146463793;146463793;146463793;146468403;146468403;146469809;146469744;146469744;146469744;146469744;146469744;146470748;146470748;146470748;146470748;146470739;146471576;146471576;146471576;146471576;146478653;146478653;146478653;146478653;146478653;146478653;146479911;146479911;146479911;146479911;146479911;146479911;146480518;146480094;146480094;146480094;146480094;146480216;146481200;146482727;146482727;146482727;146482727;146482727;146483629;146483629;146483629;146483629;146483629;146493038;146492965;146493038;146493038;146493038;146493038;146498686;146498686;146498686;146498686;146498686;146499971;146503539;146503539;146503539;146503539;146503539;146503539;146503539;146503539;146503539;146504006;146504202;146504006;146504006;146504006;146504006;146504006;146504006;146504494;146505621;146507348;146507177;146507207;146507207;146507207;146507207;146507207;146507956;146507778;146507956;146507956;146507956;146507956;146507956;146509245;146509245;146509245;146509245;146509245;146509245;146510160;146510160;146510160;146511505;146511508;146510765;146511023;146511961	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8714	3108
ENSG00000277568.1	chr5	146510116	146510271	+	156	1
ENSG00000173250.2	chr5	146513103	146516190	-	3088	2
ENSG00000250407.1	chr5;chr5;chr5;chr5	146563226;146606969;146607694;146616936	146563471;146607220;146607817;146617004	+;+;+;+	691	0
ENSG00000156475.18	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	146581146;146589504;146589504;146589504;146589507;146589509;146589511;146589511;146589672;146589947;146590038;146592049;146592971;146592971;146592971;146592971;146592971;146592971;146592971;146592971;146592971;146592971;146592971;146600291;146600291;146600291;146600291;146600291;146600291;146600291;146600291;146600291;146600291;146600291;146638251;146638251;146638251;146638251;146638251;146638251;146638251;146638251;146638251;146638251;146650547;146650547;146650547;146650547;146650547;146650547;146650547;146650547;146650547;146650547;146650547;146691128;146691128;146691128;146691128;146691128;146691128;146691128;146691128;146691128;146691128;146691214;146697979;146697979;146697979;146697979;146697979;146697979;146697979;146697979;146697979;146697979;146697979;146698017;146698029;146698040;146698061;146698078;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701045;146701072;146701086;146751222;146856499;146856499;146856499;146856499;146856499;146856499;146878002;146878002;146878002;146878002;146878002;146878002;146878002;146878002;146878002;146878002;146878002;146878591;146878701;146878701;146879132;146919684;146922325;146922325;146922325;147035169;147035169;147040717;147040717;147054598;147055665;147055665;147055665;147055665;147055665;147081059;147081059;147081059;147081059;147081059;147081257;147081257;147081322;147084583	146590226;146590226;146590226;146590226;146590226;146590226;146590226;146590226;146590226;146590226;146590226;146592193;146593062;146593062;146593062;146593062;146593062;146593062;146593062;146593062;146593062;146593062;146593062;146600376;146600460;146600460;146600460;146600460;146600460;146600460;146600460;146600460;146600460;146600460;146638415;146638415;146638415;146638415;146638415;146638415;146638415;146638415;146638415;146638415;146650724;146650724;146650724;146650724;146650724;146650724;146650724;146650724;146650724;146650724;146650724;146691240;146691240;146691240;146691240;146691240;146691240;146691240;146691240;146691240;146691240;146691240;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146698144;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146701142;146751570;146856583;146856583;146856583;146856583;146856583;146856583;146878195;146878195;146878195;146878195;146878581;146878195;146878785;146878195;146878195;146878195;146878642;146878765;146878785;146878894;146879170;146919842;146922522;146922527;146922576;147035240;147035240;147040805;147040805;147054659;147055931;147055959;147055931;147055974;147056027;147081136;147081293;147081136;147081136;147081136;147081429;147081491;147081470;147084784	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13206	0
ENSG00000280646.2	chr5	146586099	146586200	-	102	0
ENSG00000241291.3	chr5	146656401	146656695	-	295	0
ENSG00000248568.1	chr5	146706381	146707600	-	1220	0
ENSG00000249553.1	chr5;chr5;chr5;chr5	146914207;146917823;146918374;146919392	146914434;146917911;146918388;146919506	-;-;-;-	447	0
ENSG00000286468.1	chr5;chr5;chr5	147093259;147093949;147095165	147093461;147094056;147097240	+;+;+	2387	0
ENSG00000250343.1	chr5;chr5;chr5	147180204;147201977;147234713	147180744;147202151;147234859	-;-;-	863	0
ENSG00000169302.16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	147234963;147235026;147235055;147235072;147235106;147235125;147239539;147239539;147239539;147239539;147239539;147239539;147275958;147278124;147278124;147278124;147278124;147278124;147279247;147279247;147279247;147279247;147279247;147323898;147323898;147323898;147323898;147323898;147342473;147343006;147343006;147343006;147343006;147343006;147348695;147351065;147351065;147351065;147351065;147351065;147361517;147361517;147361517;147361517;147370654;147370654;147370654;147370654;147373169;147373169;147373169;147373169;147375027;147375090;147375090;147375090;147382898;147383330;147383349;147383441;147383441;147383441;147383890;147383890;147383890;147383890;147383890;147384375;147384375;147384375;147384375	147235199;147235199;147235199;147235199;147235199;147235199;147239686;147239686;147240159;147239686;147239686;147239686;147276031;147278179;147278179;147278179;147278179;147278179;147279398;147279398;147279398;147279398;147279398;147324071;147324071;147324071;147324071;147324071;147343043;147343043;147343043;147343043;147343043;147343043;147348830;147351152;147351154;147351154;147351154;147351154;147361614;147361614;147361614;147361614;147370770;147370770;147370770;147370770;147373294;147373294;147373294;147373294;147375218;147375218;147375218;147375916;147383505;147383505;147383505;147383505;147383505;147383505;147383954;147383954;147383949;147383954;147387855;147384446;147384678;147384743;147387840	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7916	1
ENSG00000113657.13	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	147390808;147390811;147393825;147395559;147395559;147395559;147395654;147395677;147397666;147397666;147397666;147397666;147399082;147399082;147399082;147399082;147399082;147400692;147400692;147400692;147401540;147401540;147401540;147401540;147401540;147405610;147405610;147405610;147405610;147408728;147408728;147408728;147412608;147412608;147412608;147413596;147413596;147413596;147415709;147415709;147418447;147418447;147418478;147418483;147424875;147424875;147424875;147424875;147453549;147453549;147453549;147453594;147454172;147472632;147509478;147509478	147394123;147394123;147394123;147395721;147395721;147395721;147395721;147395721;147397845;147397845;147397845;147397845;147399252;147399252;147399252;147399252;147399252;147400833;147400833;147400833;147401696;147401696;147401696;147401602;147401696;147406198;147405640;147405730;147405730;147408796;147408796;147408796;147412688;147412688;147412688;147413657;147413657;147413657;147415873;147415873;147418631;147418631;147418631;147418631;147424963;147424963;147424963;147424963;147453754;147453665;147453959;147453688;147454266;147473344;147509535;147510068	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7179	2514
ENSG00000272239.1	chr5	147401760	147401996	+	237	0
ENSG00000280780.2	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	147559994;147560014;147560027;147594360;147594360;147594360;147595425;147595425;147595440;147632762;147636277;147636277;147660453;147660453;147660453;147660453	147560137;147560137;147560137;147594477;147594477;147594477;147595540;147595540;147595540;147632803;147636405;147636405;147660937;147660809;147660814;147662009	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2106	0
ENSG00000176049.16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	147585438;147588427;147588566;147591362;147601741;147601741;147601741;147612306;147612306;147612306;147612306;147617911;147617911;147617911;147617911;147620666;147620666;147620666;147620666;147623621;147623621;147623621;147623621;147628751;147628751;147628751;147628751;147629693;147629693;147629693;147629693;147631413;147631413;147631413;147631413;147632679;147632680;147632680;147632680;147632680;147636222;147636222;147636222;147636222;147636965;147636965;147636965;147636965;147636965;147639632;147639632;147639632;147639632;147639632;147640704;147640704;147640704;147640704;147641708;147641708;147641708;147641708;147641708;147644058;147644058;147644058;147644058;147644058;147644850;147644850;147644850;147644850;147648376;147648376;147648376;147648376;147648376;147650338;147650338;147650338;147650338;147660948;147660948;147660948;147660948;147660948;147671678;147671678;147671678;147782456;147782456;147782456;147782456	147591686;147591686;147591686;147591686;147601811;147601811;147601811;147612371;147612371;147612371;147612371;147618114;147618114;147618114;147618114;147620743;147620743;147620743;147620743;147623689;147623689;147623689;147623689;147628816;147628816;147628816;147628816;147629746;147629746;147629746;147629746;147631511;147631511;147631511;147631511;147632778;147632778;147632778;147632778;147632778;147636284;147636284;147636284;147636284;147637048;147637048;147637048;147637048;147637048;147639760;147639760;147639760;147639760;147639760;147640823;147640823;147640823;147640823;147641764;147641764;147641764;147641764;147641764;147644199;147644198;147644198;147644198;147644198;147644996;147644996;147644996;147644996;147648474;147648474;147648474;147648474;147648474;147650547;147650547;147650547;147650547;147661446;147661445;147661445;147661445;147661445;147671954;147671954;147671954;147782768;147782775;147782542;147782728	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9203	12
ENSG00000287630.1	chr5;chr5	147725551;147726120	147725580;147728464	+;+	2375	0
ENSG00000164266.11	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	147824572;147824582;147827086;147828022;147828022;147829599;147829599;147831523;147831523	147824706;147824706;147828128;147828128;147828130;147829630;147829630;147831635;147831671	-;-;-;-;-;-;-;-;-	1361	2
ENSG00000249518.1	chr5	147851644	147852659	-	1016	0
ENSG00000164265.9	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	147870682;147871498;147872018;147878711;147881446;147881446;147881446;147881446;147882027;147882027;147882027;147882027	147870754;147871679;147872321;147878858;147881648;147881648;147881648;147881648;147882191;147882190;147882191;147882190	+;+;+;+;+;+;+;+;+;+;+;+	1075	0
ENSG00000178776.5	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	147880726;147892722;147896984;147901308;147901629;147901629;147906432;147906432;147906432	147881094;147892939;147897041;147901773;147901773;147901773;147906538;147906490;147906538	-;-;-;-;-;-;-;-;-	1218	40
ENSG00000248362.1	chr5	147886086	147886878	-	793	6
ENSG00000251320.1	chr5	147887112	147887704	+	593	9
ENSG00000250346.1	chr5	147922179	147923421	+	1243	0
ENSG00000133710.16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148025683;148063863;148063972;148063972;148063980;148063980;148063980;148063984;148065347;148065347;148065347;148065347;148065347;148065347;148065347;148070323;148070323;148070323;148070323;148070323;148070380;148070380;148072148;148072148;148072148;148072148;148072148;148072148;148072148;148086405;148086405;148086405;148086405;148086405;148086405;148088542;148088542;148088542;148088542;148088542;148088542;148089019;148089217;148089494;148089494;148089494;148089494;148089494;148089494;148090653;148090928;148091165;148091165;148091165;148091165;148091165;148091165;148091165;148091165;148094354;148094354;148094354;148094354;148094354;148094354;148094354;148094354;148095818;148095818;148095818;148095818;148095818;148095818;148095818;148095818;148097867;148097867;148097867;148097867;148097867;148097867;148097867;148099234;148099234;148099234;148099234;148099234;148099234;148100454;148100454;148100454;148100454;148100454;148100454;148101355;148101355;148101355;148101355;148101355;148101355;148101781;148101781;148101781;148101781;148101781;148104952;148104952;148104952;148104952;148104952;148107037;148107037;148107037;148107037;148107037;148108753;148108753;148108753;148108753;148108753;148111768;148111768;148111768;148111768;148111768;148112868;148112868;148112868;148112868;148112868;148114362;148114362;148114362;148114362;148114362;148116370;148116370;148116370;148116370;148116370;148118437;148118437;148118437;148118437;148118437;148118986;148118986;148118986;148118986;148118986;148120009;148120009;148120009;148120009;148120295;148120295;148120295;148120295;148123833;148123833;148123833;148123833;148124765;148124765;148124765;148125524;148125723;148125723;148126983;148126983;148131259;148131259;148133797;148133797;148136983;148136983	148025786;148064099;148064099;148064099;148064099;148064099;148064099;148064099;148065475;148065372;148065372;148065372;148065372;148065372;148065372;148070450;148070450;148070450;148070450;148070450;148070450;148070450;148072220;148072220;148072220;148072220;148072220;148072201;148072220;148086532;148086532;148086532;148086532;148086532;148086532;148088605;148088605;148088605;148088605;148088605;148088605;148089093;148089272;148089621;148089621;148089621;148089621;148089621;148089621;148090700;148091045;148091228;148091228;148091228;148091228;148091228;148091228;148091228;148091228;148094481;148094481;148094481;148094481;148094481;148094481;148094481;148094481;148095905;148095905;148095905;148095905;148095905;148095900;148095905;148095905;148097994;148098003;148097994;148097994;148097994;148097994;148097994;148099315;148099315;148099315;148099315;148099315;148099315;148100581;148100581;148100581;148100581;148100581;148100581;148101428;148101436;148101436;148101436;148101436;148101436;148101908;148101908;148101908;148101908;148101908;148105000;148105000;148105000;148105000;148105000;148107164;148107164;148107164;148107164;148107164;148108837;148108837;148108837;148108837;148108837;148111895;148111895;148111895;148111895;148111895;148112934;148112934;148112934;148112934;148112934;148114489;148114489;148114489;148114489;148114489;148116466;148116466;148116466;148116466;148116466;148118564;148118564;148118564;148118564;148118564;148118989;148119058;148119058;148119058;148119058;148120136;148120136;148120136;148120136;148120391;148120391;148120391;148120391;148123960;148123960;148123960;148123960;148124837;148124837;148124940;148125613;148125850;148125850;148127079;148127079;148131389;148131389;148133887;148133887;148137382;148137289	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4474	0
ENSG00000247199.5	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148088125;148088230;148093582;148093582;148263887;148267314;148267327;148267327;148267329;148268307;148282320;148282986;148282993;148283024;148283400;148283400;148283400;148290252;148290252;148290921;148290921;148307488;148308004;148308004;148308004;148308004;148308004;148308004;148326730;148336018;148377287;148377287;148377660;148378702;148378702;148378702;148378702;148378702;148378702;148378702;148378702;148378702;148378702;148378702;148378702;148383499;148383499;148383499;148383499;148383499;148383499;148383499;148383499;148383499;148383499;148383499;148383499	148089803;148089803;148093742;148093924;148264627;148269004;148269004;148269004;148269004;148269004;148283311;148283311;148283311;148283575;148283690;148283575;148283575;148290995;148290995;148290995;148290995;148308165;148308165;148308165;148308165;148308165;148308165;148308165;148331236;148337592;148377361;148377361;148378845;148378845;148378845;148378845;148378739;148378845;148378845;148378845;148378845;148378845;148378845;148378845;148378845;148383886;148383554;148383907;148383880;148383893;148383563;148383868;148383905;148383880;148383871;148383869;148383883	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14999	11
ENSG00000196800.6	chr5;chr5;chr5;chr5;chr5;chr5;chr5	148169733;148169733;148170930;148170930;148174234;148175353;148175353	148169799;148169799;148170973;148170973;148174370;148175398;148175398	+;+;+;+;+;+;+	294	0
ENSG00000178172.7	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148202794;148202794;148203021;148203021;148203042;148206036;148206036;148206036;148213910;148213910;148213910;148214905;148214905	148202893;148202893;148203154;148203154;148203154;148206058;148206058;148206058;148214025;148213952;148214025;148215136;148215137	+;+;+;+;+;+;+;+;+;+;+;+;+	606	0
ENSG00000249503.1	chr5	148221360	148221642	-	283	0
ENSG00000248109.3	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148221650;148221696;148221739;148228870;148237689;148238525;148242446;148242446;148242446;148242446	148221797;148221872;148221797;148228991;148237932;148238646;148243573;148243580;148243534;148243580	+;+;+;+;+;+;+;+;+;+	1846	0
ENSG00000214510.10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148268180;148268719;148268794;148268860;148270040;148270040;148270040;148270764;148274344;148274347;148274347;148282104;148282104;148282104;148286000;148286000;148286000	148268507;148268888;148268888;148268888;148270142;148270142;148270142;148270912;148274384;148274384;148274384;148282231;148282231;148282231;148286210;148286255;148286254	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1175	1
ENSG00000249834.3	chr5;chr5	148307298;148307715	148307334;148308258	+;+	581	0
ENSG00000145879.11	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148312419;148312423;148312426;148312426;148313374;148313374;148313374;148313943;148314074;148314100;148314100;148314100;148315639;148315639;148315639	148312544;148312544;148312544;148312544;148314479;148313399;148313399;148314224;148314224;148314508;148314211;148314224;148315922;148315786;148315919	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1545	0
ENSG00000204909.8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148321203;148323679;148335559;148336422;148336422;148338478;148338478;148339667;148339667	148321400;148323868;148335668;148336453;148336453;148338605;148338605;148339852;148339722	+;+;+;+;+;+;+;+;+	844	0
ENSG00000283653.1	chr5;chr5;chr5;chr5	148362777;148364013;148366020;148372071	148362831;148364031;148366142;148372152	+;+;+;+	279	0
